,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,encode_type,cluster,varX,varY,varZ
2314,photo,16,1,0,16,0,0,0,0,0,1,2,-0.5014821329549312,-0.18140345668891988,0.3673077092617663
2315,photo,21,5,1,21,0,0,0,0,0,1,2,-0.49582167002942495,-0.17267891519891132,0.36308529304515785
2316,photo,14,2,0,14,0,0,0,0,0,1,2,-0.5024982583258364,-0.18582400302705532,0.36803399041268947
2317,photo,16,3,0,16,0,0,0,0,0,1,2,-0.5010692031530168,-0.1817852037214252,0.3665810216908253
2318,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2319,photo,22,12,0,22,0,0,0,0,0,1,2,-0.49554324822881546,-0.17081404690205024,0.36004205281241014
2320,photo,18,0,0,18,0,0,0,0,0,1,2,-0.5004660075840262,-0.1769829103507843,0.36658142811084277
2321,photo,25,10,0,25,0,0,0,0,0,1,2,-0.4941222926229363,-0.16408779063672055,0.3591343029787604
2322,photo,22,28,0,22,0,0,0,0,0,1,2,-0.49223980981350074,-0.17386802316209263,0.35422855224488364
2323,photo,9,6,0,9,0,0,0,0,0,1,2,-0.5047288744016633,-0.19716167914677327,0.36930467761179225
2324,photo,16,3,0,16,0,0,0,0,0,1,2,-0.5010692031530168,-0.1817852037214252,0.3665810216908253
2325,photo,16,7,0,16,0,0,0,0,0,1,2,-0.5002433435491881,-0.18254869778643573,0.36512764654894364
2326,photo,25,5,0,25,0,0,0,0,0,1,2,-0.49515461712772235,-0.16313342305545733,0.3609510219061125
2327,photo,12,5,0,12,0,0,0,0,0,1,2,-0.5031014538948271,-0.1906262963976963,0.36803358399267216
2328,photo,18,2,0,18,0,0,0,0,0,1,2,-0.5000530777821116,-0.1773646573832896,0.3658547405399019
2329,photo,19,12,0,19,0,0,0,0,0,1,2,-0.49737713363660874,-0.1771585561348746,0.36167649021700093
2330,photo,25,0,0,25,0,0,0,0,0,1,2,-0.4961869416325078,-0.16217905547419417,0.3627677408334647
2331,photo,23,11,0,23,0,0,0,0,0,1,2,-0.49513841799384145,-0.16850833697485618,0.3598605841296838
2332,photo,14,3,0,14,0,0,0,0,0,1,2,-0.5022917934248791,-0.18601487654330803,0.3676706466272191
2333,photo,24,3,0,24,0,0,0,0,0,1,2,-0.4961788420655676,-0.16486651243389344,0.3622225219452502
2334,photo,36,8,0,36,0,0,0,0,0,1,2,-0.48781097592960815,-0.14044284308385926,0.3538680533995354
2335,photo,22,6,0,22,0,0,0,0,0,1,2,-0.49678203763455847,-0.16966880580453433,0.36222211552523276
2336,photo,28,6,0,28,0,0,0,0,0,1,2,-0.4931142668189715,-0.15697978733888557,0.35895324071605134
2337,photo,15,10,0,15,0,0,0,0,0,1,2,-0.5002352439822477,-0.18523615474613514,0.36458242766072935
2338,photo,22,5,0,22,0,0,0,0,0,1,2,-0.4969885025355157,-0.16947793228828167,0.362585459310703
2339,photo,21,1,0,21,0,0,0,0,0,1,2,-0.49842565727527544,-0.1708292746342126,0.3645836469207816
2340,photo,32,7,0,32,0,0,0,0,0,1,2,-0.4904626213742897,-0.14871131521137243,0.3564106470577934
2341,photo,19,1,3,19,0,0,0,0,0,1,2,-0.49431386462107263,-0.1783173869551598,0.3655383356559486
2342,photo,12,5,0,12,0,0,0,0,0,1,2,-0.5031014538948271,-0.1906262963976963,0.36803358399267216
2343,photo,12,3,0,12,0,0,0,0,0,1,2,-0.5035143836967414,-0.190244549365191,0.36876027156361296
2344,photo,22,11,0,22,0,0,0,0,0,1,2,-0.49574971312977245,-0.1706231733857976,0.36040539659788073
2345,photo,17,2,0,17,0,0,0,0,0,1,2,-0.5006643729180427,-0.17947949379423106,0.36639955300809895
2346,photo,13,0,0,13,0,0,0,0,0,1,2,-0.5035224832636818,-0.1875570924054916,0.3693054904518273
2347,photo,24,2,2,24,0,0,0,0,0,1,2,-0.4928290516824814,-0.166847931917017,0.3624959082632361
2348,photo,16,10,0,16,0,0,0,0,0,1,2,-0.49962394884631667,-0.18312131833519368,0.36403761519253236
2349,photo,19,17,1,19,0,0,0,0,0,1,2,-0.49456668148980126,-0.17919907021582596,0.3598147925559066
2350,photo,31,13,0,31,0,0,0,0,0,1,2,-0.4898351271044779,-0.1519713927198298,0.354775396813168
2351,photo,11,4,0,11,0,0,0,0,0,1,2,-0.5039192139317153,-0.192550259292385,0.36894174024633936
2352,photo,21,0,0,21,0,0,0,0,0,1,2,-0.49863212217623254,-0.17063840111795997,0.3649469907062521
2353,photo,17,5,0,17,0,0,0,0,0,1,2,-0.5000449782151714,-0.180052114342989,0.36530952165168756
2354,photo,23,0,0,23,0,0,0,0,0,1,2,-0.4974095319043704,-0.16640872829607697,0.3638573657698582
2355,photo,17,2,2,17,0,0,0,0,0,1,2,-0.4971081176339994,-0.18165178679360736,0.3663095955406142
2356,photo,23,2,2,23,0,0,0,0,0,1,2,-0.4934403468184126,-0.1689627683279586,0.36304072073143284
2357,photo,16,3,0,16,0,0,0,0,0,1,2,-0.5010692031530168,-0.1817852037214252,0.3665810216908253
2358,photo,22,4,0,22,0,0,0,0,0,1,2,-0.4971949674364727,-0.16928705877202913,0.36294880309617367
2359,photo,14,7,0,14,0,0,0,0,0,1,2,-0.5014659338210503,-0.18677837060831862,0.3662172714853375
2360,photo,25,2,0,25,0,0,0,0,0,1,2,-0.4957740118305936,-0.16256080250669944,0.3620410532625236
2361,photo,19,6,0,19,0,0,0,0,0,1,2,-0.4986159230423518,-0.17601331503735868,0.3638565529298235
2362,photo,11,4,0,11,0,0,0,0,0,1,2,-0.5039192139317153,-0.192550259292385,0.36894174024633936
2363,photo,21,12,0,21,0,0,0,0,0,1,2,-0.4961545433647466,-0.17292888331299167,0.36058686528060707
2364,photo,12,2,0,12,0,0,0,0,0,1,2,-0.5037208485976984,-0.19005367584893837,0.3691236153490833
2365,photo,12,14,0,12,0,0,0,0,0,1,2,-0.5012432697862126,-0.19234415804397023,0.36476348992343827
2366,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2367,photo,36,5,0,36,0,0,0,0,0,1,2,-0.48843037063247946,-0.13987022253510134,0.3549580847559466
2368,photo,12,1,0,12,0,0,0,0,0,1,2,-0.5039273134986558,-0.18986280233268574,0.3694869591345537
2369,photo,11,0,0,11,0,0,0,0,0,1,2,-0.5047450735355441,-0.19178676522737456,0.37039511538822106
2370,photo,38,10,0,38,0,0,0,0,0,1,2,-0.4861754558558313,-0.1365949172944816,0.35205174089220076
2371,photo,37,8,0,37,0,0,0,0,0,1,2,-0.4871996807936769,-0.13832800667291778,0.35332324093133854
2372,photo,49,10,0,49,0,0,0,0,0,1,2,-0.4794512093605888,-0.11333171677412557,0.34605880374203485
2373,photo,11,1,0,11,0,0,0,0,0,1,2,-0.504538608634587,-0.1919776387436272,0.37003177160275064
2374,photo,10,5,0,10,0,0,0,0,0,1,2,-0.5043240441666892,-0.19485596921957915,0.3691232089290659
2375,photo,9,4,0,9,0,0,0,0,0,1,2,-0.5051418042035776,-0.196779932114268,0.3700313651827332
2376,photo,13,4,0,13,0,0,0,0,0,1,2,-0.5026966236598531,-0.18832058647050218,0.36785211530994555
2377,photo,18,4,0,18,0,0,0,0,0,1,2,-0.4996401479801973,-0.1777464044157949,0.36512805296896106
2378,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
2379,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2380,photo,21,1,0,21,0,0,0,0,0,1,2,-0.49842565727527544,-0.1708292746342126,0.3645836469207816
2381,photo,14,3,0,14,0,0,0,0,0,1,2,-0.5022917934248791,-0.18601487654330803,0.3676706466272191
2382,photo,16,3,0,16,0,0,0,0,0,1,2,-0.5010692031530168,-0.1817852037214252,0.3665810216908253
2383,photo,12,4,0,12,0,0,0,0,0,1,2,-0.5033079187957843,-0.19043542288144363,0.36839692777814254
2384,photo,12,2,0,12,0,0,0,0,0,1,2,-0.5037208485976984,-0.19005367584893837,0.3691236153490833
2385,photo,23,5,0,23,0,0,0,0,0,1,2,-0.4963772073995844,-0.16736309587734027,0.3620406468425062
2386,photo,35,9,1,35,0,0,0,0,0,1,2,-0.48643767852256026,-0.14383469951074146,0.3540045433485196
2387,photo,18,4,0,18,0,0,0,0,0,1,2,-0.4996401479801973,-0.1777464044157949,0.36512805296896106
2388,photo,12,1,0,12,0,0,0,0,0,1,2,-0.5039273134986558,-0.18986280233268574,0.3694869591345537
2389,photo,25,1,0,25,0,0,0,0,0,1,2,-0.49598047673155093,-0.16236992899044672,0.36240439704799404
2390,photo,19,10,0,19,0,0,0,0,0,1,2,-0.4977900634385232,-0.1767768091023693,0.36240317778794173
2391,photo,13,5,0,13,0,0,0,0,0,1,2,-0.5024901587588958,-0.1885114599867549,0.3674887715244753
2392,photo,14,11,0,14,0,0,0,0,0,1,2,-0.5006400742172218,-0.18754186467332917,0.36476389634345574
2393,photo,36,13,0,36,0,0,0,0,0,1,2,-0.4867786514248222,-0.1413972106651225,0.35205133447218334
2394,photo,37,13,0,37,0,0,0,0,0,1,2,-0.4861673562888911,-0.13928237425418105,0.35150652200398647
2395,photo,16,8,0,16,0,0,0,0,0,1,2,-0.500036878648231,-0.18273957130268836,0.3647643027634732
2396,photo,25,15,0,25,0,0,0,0,0,1,2,-0.4930899681181504,-0.16504215821798388,0.3573175840514084
2397,photo,28,4,0,28,0,0,0,0,0,1,2,-0.4935271966208859,-0.15659804030638028,0.3596799282869921
2398,photo,26,3,0,26,0,0,0,0,0,1,2,-0.49495625179370517,-0.1606368396120106,0.3611328970088565
2399,photo,32,6,0,32,0,0,0,0,0,1,2,-0.4906690862752468,-0.14852044169511977,0.35677399084326383
2400,photo,35,12,0,35,0,0,0,0,0,1,2,-0.4875964114617105,-0.1433211735598113,0.3529594907258506
2401,photo,26,2,0,26,0,0,0,0,0,1,2,-0.4951627166946624,-0.16044596609575798,0.3614962407943268
2402,photo,21,3,0,21,0,0,0,0,0,1,2,-0.498012727473361,-0.1712110216667178,0.3638569593498409
2403,photo,34,12,0,34,0,0,0,0,0,1,2,-0.4882077065976416,-0.14543600997075273,0.3535043031940474
2404,photo,10,7,0,10,0,0,0,0,0,1,2,-0.503911114364775,-0.19523771625208455,0.3683965213581251
2405,photo,20,10,0,20,0,0,0,0,0,1,2,-0.497178768302592,-0.17466197269142786,0.36185836531974486
2406,photo,25,6,0,25,0,0,0,0,0,1,2,-0.4949481522267649,-0.16332429657170996,0.360587678120642
2407,photo,39,6,0,39,0,0,0,0,0,1,2,-0.4863900203237289,-0.1337165868185296,0.35296030356588565
2408,photo,17,3,0,17,0,0,0,0,0,1,2,-0.5004579080170857,-0.1796703673104837,0.36603620922262853
2409,photo,26,11,0,26,0,0,0,0,0,1,2,-0.49330453258604806,-0.16216382774203175,0.35822614672509306
2410,photo,17,3,0,17,0,0,0,0,0,1,2,-0.5004579080170857,-0.1796703673104837,0.36603620922262853
2411,photo,38,12,0,38,0,0,0,0,0,1,2,-0.4857625260539169,-0.1369766643269869,0.35132505332126
2412,photo,18,2,0,18,0,0,0,0,0,1,2,-0.5000530777821116,-0.1773646573832896,0.3658547405399019
2413,photo,24,10,0,24,0,0,0,0,0,1,2,-0.49473358775886744,-0.16620262704766203,0.3596791154469572
2414,photo,45,18,0,45,0,0,0,0,0,1,2,-0.4802446706966561,-0.12331805054791257,0.3453313033310592
2415,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
2416,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2417,photo,20,3,0,20,0,0,0,0,0,1,2,-0.49862402260929223,-0.1733258580776593,0.36440177181803773
2418,photo,37,22,0,37,0,0,0,0,0,1,2,-0.4843091721802766,-0.1410002359004549,0.3482364279347527
2419,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2420,photo,26,1,0,26,0,0,0,0,0,1,2,-0.4953691815956197,-0.16025509257950532,0.3618595845797973
2421,photo,18,9,0,18,0,0,0,0,0,1,2,-0.49860782347541166,-0.17870077199705814,0.36331133404160904
2422,photo,10,13,0,10,0,0,0,0,0,1,2,-0.502672324959032,-0.19638295734960043,0.36621645864530256
2423,photo,12,15,0,12,0,0,0,0,0,1,2,-0.5010368048852554,-0.19253503156022286,0.3644001461379679
2424,photo,16,5,1,16,0,0,0,0,0,1,2,-0.4988781457090807,-0.18325309725361863,0.3658093553861422
2425,photo,25,21,0,25,0,0,0,0,0,1,2,-0.4918511787124074,-0.16618739931549978,0.35513752133858584
2426,photo,9,17,0,9,0,0,0,0,0,1,2,-0.5024577604911344,-0.1992612878255525,0.36530789597161784
2427,photo,13,0,0,13,0,0,0,0,0,1,2,-0.5035224832636818,-0.1875570924054916,0.3693054904518273
2428,photo,13,9,0,13,0,0,0,0,0,1,2,-0.501664299155067,-0.18927495405176548,0.36603539638259364
2429,photo,15,3,0,15,0,0,0,0,0,1,2,-0.5016804982889479,-0.18390004013236655,0.36712583415902217
2430,photo,12,27,0,12,0,0,0,0,0,1,2,-0.49855922607376923,-0.1948255137552546,0.36004002071232305
2431,photo,14,8,2,14,0,0,0,0,0,1,2,-0.4977032136360499,-0.18914153712394752,0.36576397023238244
2432,photo,21,12,1,21,0,0,0,0,0,1,2,-0.4943764157227248,-0.17401502981267977,0.3605418865468648
2433,photo,21,14,0,21,0,0,0,0,0,1,2,-0.4957416135628323,-0.17331063034549693,0.3598601777096664
2434,photo,28,5,0,28,0,0,0,0,0,1,2,-0.49332073171992874,-0.15678891382263296,0.3593165845015217
2435,photo,14,0,1,14,0,0,0,0,0,1,2,-0.5011330604857289,-0.18652840249423816,0.368715699249888
2436,photo,19,2,0,19,0,0,0,0,0,1,2,-0.4994417826461806,-0.1752498209723481,0.3653099280717051
2437,photo,13,0,1,13,0,0,0,0,0,1,2,-0.50174435562166,-0.18864323890517976,0.36926051171808494
2438,photo,15,2,0,15,0,0,0,0,0,1,2,-0.5018869631899052,-0.18370916661611394,0.36748917794449265
2439,photo,23,1,0,23,0,0,0,0,0,1,2,-0.49720306700341316,-0.16659960181232966,0.3634940219843878
2440,photo,31,16,0,31,0,0,0,0,0,1,2,-0.4892157324016064,-0.15254401326858774,0.3536853654567566
2441,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2442,photo,5,18,0,5,0,0,0,0,0,1,2,-0.5046964761339019,-0.20791150698557098,0.36712380205893497
2443,photo,21,3,0,21,0,0,0,0,0,1,2,-0.498012727473361,-0.1712110216667178,0.3638569593498409
2444,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
2445,photo,23,4,0,23,0,0,0,0,0,1,2,-0.4965836723005416,-0.16717222236108759,0.3624039906279766
2446,photo,16,0,0,16,0,0,0,0,0,1,2,-0.5016885978558883,-0.18121258317266728,0.36767105304723663
2447,photo,22,12,2,22,0,0,0,0,0,1,2,-0.491986992944772,-0.17298633990142648,0.3599520953449256
2448,photo,15,11,0,15,0,0,0,0,0,1,2,-0.5000287790812906,-0.1854270282623878,0.3642190838752589
2449,photo,23,32,0,23,0,0,0,0,0,1,2,-0.4908026550737408,-0.1725166808161619,0.3522303646348051
2450,photo,27,7,0,27,0,0,0,0,0,1,2,-0.4935190970539456,-0.1592854972660797,0.35913470939877773
2451,photo,20,2,0,20,0,0,0,0,0,1,2,-0.49883048751024944,-0.17313498456140672,0.3647651156035083
2452,photo,18,12,0,18,0,0,0,0,0,1,2,-0.49798842877253996,-0.1792733925458161,0.3622213026851978
2453,photo,30,6,0,30,0,0,0,0,0,1,2,-0.49189167654710914,-0.1527501145170027,0.35786361577965764
2454,photo,16,3,0,16,0,0,0,0,0,1,2,-0.5010692031530168,-0.1817852037214252,0.3665810216908253
2455,photo,14,13,0,14,0,0,0,0,0,1,2,-0.5002271444153074,-0.18792361170583452,0.36403720877251494
2456,photo,18,0,0,18,0,0,0,0,0,1,2,-0.5004660075840262,-0.1769829103507843,0.36658142811084277
2457,photo,26,11,0,26,0,0,0,0,0,1,2,-0.49330453258604806,-0.16216382774203175,0.35822614672509306
2458,photo,19,4,0,19,0,0,0,0,0,1,2,-0.4990288528442661,-0.17563156800485347,0.3645832405007642
2459,photo,14,2,0,14,0,0,0,0,0,1,2,-0.5024982583258364,-0.18582400302705532,0.36803399041268947
2460,photo,20,5,0,20,0,0,0,0,0,1,2,-0.49821109280737785,-0.17370760511016467,0.36367508424709694
2461,photo,20,3,0,20,0,0,0,0,0,1,2,-0.49862402260929223,-0.1733258580776593,0.36440177181803773
2462,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
2463,photo,15,12,0,15,0,0,0,0,0,1,2,-0.49982231418033357,-0.1856179017786405,0.3638557400897885
2464,photo,13,1,0,13,0,0,0,0,0,1,2,-0.5033160183627245,-0.18774796592174423,0.36894214666635694
2465,photo,21,5,0,21,0,0,0,0,0,1,2,-0.4975997976714468,-0.17159276869922319,0.3631302717789
2466,photo,31,6,0,31,0,0,0,0,0,1,2,-0.491280381411178,-0.15063527810606125,0.3573188033114607
2467,photo,26,11,0,26,0,0,0,0,0,1,2,-0.49330453258604806,-0.16216382774203175,0.35822614672509306
2468,photo,27,9,6,27,0,0,0,0,0,1,2,-0.48243740139990093,-0.16618412329671362,0.358138149425383
2469,photo,21,11,0,21,0,0,0,0,0,1,2,-0.4963610082657037,-0.172738009796739,0.3609502090660776
2470,photo,21,22,1,21,0,0,0,0,0,1,2,-0.4923117667131533,-0.17592376497520631,0.3569084486921607
2471,photo,24,9,0,24,0,0,0,0,0,1,2,-0.49494005265982466,-0.16601175353140935,0.3600424592324276
2472,photo,17,25,2,17,0,0,0,0,0,1,2,-0.49235942491198453,-0.18604187766741828,0.35795268847479467
2473,photo,18,5,0,18,0,0,0,0,0,1,2,-0.4994336830792401,-0.1779372779320475,0.36476470918349085
2474,photo,13,4,0,13,0,0,0,0,0,1,2,-0.5026966236598531,-0.18832058647050218,0.36785211530994555
2475,photo,14,7,0,14,0,0,0,0,0,1,2,-0.5014659338210503,-0.18677837060831862,0.3662172714853375
2476,photo,25,17,0,25,0,0,0,0,0,1,2,-0.49267703831623616,-0.1654239052504892,0.35659089648046755
2477,photo,10,21,0,10,0,0,0,0,0,1,2,-0.5010206057513745,-0.1979099454796216,0.3633097083615392
2478,photo,12,5,0,12,0,0,0,0,0,1,2,-0.5031014538948271,-0.1906262963976963,0.36803358399267216
2479,photo,26,21,0,26,0,0,0,0,0,1,2,-0.4912398835764764,-0.16407256290455827,0.3545927088703889
2480,photo,24,11,0,24,0,0,0,0,0,1,2,-0.4945271228579103,-0.16639350056391475,0.3593157716614869
2481,photo,16,2,0,16,0,0,0,0,0,1,2,-0.5012756680539739,-0.18159433020517254,0.3669443654762957
2482,photo,25,4,0,25,0,0,0,0,0,1,2,-0.4953610820286794,-0.1629425495392047,0.36131436569158293
2483,photo,18,1,0,18,0,0,0,0,0,1,2,-0.5002595426830689,-0.17717378386703703,0.3662180843253724
2484,photo,17,5,0,17,0,0,0,0,0,1,2,-0.5000449782151714,-0.180052114342989,0.36530952165168756
2485,photo,24,15,0,24,0,0,0,0,0,1,2,-0.4937012632540816,-0.16715699462892522,0.3578623965196052
2486,photo,13,2,0,13,0,0,0,0,0,1,2,-0.5031095534617674,-0.18793883943799689,0.3685788028808864
2487,photo,20,18,0,20,0,0,0,0,0,1,2,-0.4955270490949347,-0.17618896082144908,0.3589516150359816
2488,photo,21,6,1,21,0,0,0,0,0,1,2,-0.4956152051284679,-0.17286978871516395,0.36272194925968737
2489,photo,21,8,0,21,0,0,0,0,0,1,2,-0.49698040296857526,-0.17216538924798108,0.36204024042248883
2490,photo,13,8,0,13,0,0,0,0,0,1,2,-0.5018707640560244,-0.18908408053551282,0.36639874016806395
2491,photo,16,3,0,16,0,0,0,0,0,1,2,-0.5010692031530168,-0.1817852037214252,0.3665810216908253
2492,photo,14,5,0,14,0,0,0,0,0,1,2,-0.5018788636229649,-0.1863966235758134,0.3669439590562783
2493,photo,16,1,0,16,0,0,0,0,0,1,2,-0.5014821329549312,-0.18140345668891988,0.3673077092617663
2494,photo,19,10,0,19,0,0,0,0,0,1,2,-0.4977900634385232,-0.1767768091023693,0.36240317778794173
2495,photo,18,4,0,18,0,0,0,0,0,1,2,-0.4996401479801973,-0.1777464044157949,0.36512805296896106
2496,photo,20,5,0,20,0,0,0,0,0,1,2,-0.49821109280737785,-0.17370760511016467,0.36367508424709694
2497,photo,19,9,0,19,0,0,0,0,0,1,2,-0.4979965283394802,-0.17658593558611668,0.3627665215734122
2498,photo,19,3,0,19,0,0,0,0,0,1,2,-0.49923531774522334,-0.17544069448860075,0.36494658428623467
2499,photo,9,6,0,9,0,0,0,0,0,1,2,-0.5047288744016633,-0.19716167914677327,0.36930467761179225
2500,photo,21,17,0,21,0,0,0,0,0,1,2,-0.49512221885996066,-0.17388325089425505,0.3587701463532551
2501,photo,29,5,3,29,0,0,0,0,0,1,2,-0.4873750536579326,-0.15793251691075577,0.35863683583209793
2502,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2503,photo,20,18,0,20,0,0,0,0,0,1,2,-0.4955270490949347,-0.17618896082144908,0.3589516150359816
2504,photo,27,18,0,27,0,0,0,0,0,1,2,-0.49124798314341656,-0.16138510594485894,0.3551379277586035
2505,photo,21,5,0,21,0,0,0,0,0,1,2,-0.4975997976714468,-0.17159276869922319,0.3631302717789
2506,photo,12,0,0,12,0,0,0,0,0,1,2,-0.5041337783996129,-0.18967192881643308,0.3698503029200241
2507,photo,23,5,0,23,0,0,0,0,0,1,2,-0.4963772073995844,-0.16736309587734027,0.3620406468425062
2508,photo,22,3,0,22,0,0,0,0,0,1,2,-0.4974014323374299,-0.1690961852557764,0.3633121468816439
2509,photo,29,7,0,29,0,0,0,0,0,1,2,-0.4922965067820832,-0.15505582444419683,0.3580450844623842
2510,photo,26,13,1,26,0,0,0,0,0,1,2,-0.491113475142112,-0.16363172127422518,0.35745448042040995
2511,photo,23,11,0,23,0,0,0,0,0,1,2,-0.49513841799384145,-0.16850833697485618,0.3598605841296838
2512,photo,16,16,0,16,0,0,0,0,0,1,2,-0.4983851594405736,-0.18426655943270961,0.36185755247970997
2513,photo,22,4,1,22,0,0,0,0,0,1,2,-0.4954168397944511,-0.1703732052717172,0.36290382436243135
2514,photo,18,4,0,18,0,0,0,0,0,1,2,-0.4996401479801973,-0.1777464044157949,0.36512805296896106
2515,photo,39,12,0,39,0,0,0,0,0,1,2,-0.485151230917986,-0.13486182791604542,0.3507802408530631
2516,photo,25,19,0,25,0,0,0,0,0,1,2,-0.49226410851432173,-0.1658056522829945,0.3558642089095266
2517,photo,15,9,0,15,0,0,0,0,0,1,2,-0.5004417088832049,-0.18504528122988242,0.36494577144619983
2518,photo,20,3,0,20,0,0,0,0,0,1,2,-0.49862402260929223,-0.1733258580776593,0.36440177181803773
2519,photo,24,2,0,24,0,0,0,0,0,1,2,-0.4963853069665247,-0.16467563891764078,0.36258586573072077
2520,photo,30,4,0,30,0,0,0,0,0,1,2,-0.49230460634902357,-0.15236836748449745,0.35859030335059855
2521,photo,18,8,0,18,0,0,0,0,0,1,2,-0.49881428837636865,-0.1785098984808055,0.36367467782707963
2522,photo,22,5,0,22,0,0,0,0,0,1,2,-0.4969885025355157,-0.16947793228828167,0.362585459310703
2523,photo,18,7,0,18,0,0,0,0,0,1,2,-0.49902075327732587,-0.1783190249645528,0.3640380216125499
2524,photo,22,37,0,22,0,0,0,0,0,1,2,-0.4903816257048862,-0.1755858848083666,0.3509584581756499
2525,photo,17,12,0,17,0,0,0,0,0,1,2,-0.498599723908471,-0.18138822895675757,0.36276611515339474
2526,photo,19,0,0,19,0,0,0,0,0,1,2,-0.49985471244809493,-0.1748680739398428,0.36603661564264584
2527,photo,15,7,1,15,0,0,0,0,0,1,2,-0.4990765110430974,-0.1857496806970654,0.3656274802833983
2528,photo,36,16,0,36,0,0,0,0,0,1,2,-0.4861592567219506,-0.1419698312138805,0.3509613031157722
2529,photo,18,9,0,18,0,0,0,0,0,1,2,-0.49860782347541166,-0.17870077199705814,0.36331133404160904
2530,photo,9,7,0,9,0,0,0,0,0,1,2,-0.5045224095007063,-0.19735255266302593,0.368941333826322
2531,photo,25,13,0,25,0,0,0,0,0,1,2,-0.4935028979200647,-0.16466041118547853,0.35804427162234903
2532,photo,22,11,0,22,0,0,0,0,0,1,2,-0.49574971312977245,-0.1706231733857976,0.36040539659788073
2533,photo,17,13,0,17,0,0,0,0,0,1,2,-0.498393259007514,-0.18157910247301023,0.36240277136792437
2534,photo,10,9,0,10,0,0,0,0,0,1,2,-0.5034981845628608,-0.1956194632845897,0.36766983378718415
2535,photo,13,1,1,13,0,0,0,0,0,1,2,-0.5015378907207029,-0.18883411242143244,0.3688971679326145
2536,photo,33,47,0,33,0,0,0,0,0,1,2,-0.48159273020007193,-0.15423141945053706,0.34133208317077995
2537,photo,14,13,0,14,0,0,0,0,0,1,2,-0.5002271444153074,-0.18792361170583452,0.36403720877251494
2538,photo,10,6,0,10,0,0,0,0,0,1,2,-0.5041175792657321,-0.19504684273583187,0.3687598651435955
2539,photo,14,0,0,14,0,0,0,0,0,1,2,-0.5029111881277507,-0.1854422559945501,0.3687606779836303
2540,photo,15,0,0,15,0,0,0,0,0,1,2,-0.5022998929918193,-0.18332741958360865,0.3682158655154335
2541,photo,18,1,0,18,0,0,0,0,0,1,2,-0.5002595426830689,-0.17717378386703703,0.3662180843253724
