,status_type,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys,encode_type,weekdays,hours,popularity,positive,negtive,cluster
1906,photo,45,4,0,45,0,0,0,0,0,1,6,10,49,45,0,0
1907,photo,2,0,1,2,0,0,0,0,0,1,6,4,3,2,0,0
1908,photo,7,0,1,7,0,0,0,0,0,1,5,9,8,7,0,0
1909,photo,61,13,0,61,0,0,0,0,0,1,4,22,74,61,0,3
1910,photo,16,9,0,16,0,0,0,0,0,1,4,7,25,16,0,0
1911,photo,27,3,0,27,0,0,0,0,0,1,4,2,30,27,0,0
1912,photo,42,16,11,42,0,0,0,0,0,1,3,23,69,42,0,3
1913,photo,65,0,0,65,0,0,0,0,0,1,3,11,65,65,0,2
1914,photo,44,4,0,44,0,0,0,0,0,1,2,11,48,44,0,2
1915,photo,55,12,0,55,0,0,0,0,0,1,2,6,67,55,0,2
1916,photo,59,7,0,59,0,0,0,0,0,1,2,6,66,59,0,2
1917,photo,51,6,0,51,0,0,0,0,0,1,2,5,57,51,0,2
1918,photo,41,1,0,41,0,0,0,0,0,1,0,5,42,41,0,2
1919,photo,12,5,0,12,0,0,0,0,0,1,0,1,17,12,0,2
1920,photo,57,7,0,57,0,0,0,0,0,1,0,0,64,57,0,2
1921,photo,55,7,0,55,0,0,0,0,0,1,6,23,62,55,0,3
1922,photo,76,4,0,76,0,0,0,0,0,1,6,23,80,76,0,3
1923,photo,103,14,0,103,0,0,0,0,0,1,5,8,117,103,0,0
1924,photo,46,2,0,46,0,0,0,0,0,1,5,8,48,46,0,0
1925,photo,74,14,0,74,0,0,0,0,0,1,4,8,88,74,0,0
1926,photo,25,0,0,25,0,0,0,0,0,1,3,9,25,25,0,2
1927,photo,34,0,0,34,0,0,0,0,0,1,3,9,34,34,0,2
1928,photo,50,1,0,50,0,0,0,0,0,1,3,8,51,50,0,2
1929,photo,47,0,0,47,0,0,0,0,0,1,3,8,47,47,0,2
1930,photo,64,2,0,64,0,0,0,0,0,1,3,5,66,64,0,2
1931,photo,40,1,0,40,0,0,0,0,0,1,2,5,41,40,0,2
1932,photo,58,1,0,58,0,0,0,0,0,1,2,5,59,58,0,2
1933,photo,67,3,0,67,0,0,0,0,0,1,2,5,70,67,0,2
1934,photo,50,3,0,50,0,0,0,0,0,1,1,7,53,50,0,2
1935,photo,53,1,0,53,0,0,0,0,0,1,1,7,54,53,0,2
1936,photo,67,8,0,67,0,0,0,0,0,1,1,7,75,67,0,2
1937,photo,90,12,0,90,0,0,0,0,0,1,1,7,102,90,0,2
1938,photo,60,2,0,60,0,0,0,0,0,1,1,6,62,60,0,2
1939,photo,30,8,0,30,0,0,0,0,0,1,0,10,38,30,0,2
1940,photo,52,10,0,52,0,0,0,0,0,1,0,10,62,52,0,2
1941,photo,5,0,0,5,0,0,0,0,0,1,0,9,5,5,0,2
1942,photo,56,14,0,56,0,0,0,0,0,1,6,7,70,56,0,0
1943,photo,26,2,0,26,0,0,0,0,0,1,6,7,28,26,0,0
1944,photo,71,11,0,71,0,0,0,0,0,1,6,4,82,71,0,0
1945,photo,53,4,0,53,0,0,0,0,0,1,6,1,57,53,0,0
1946,photo,35,2,0,35,0,0,0,0,0,1,5,12,37,35,0,0
1947,photo,31,2,0,31,0,0,0,0,0,1,2,23,33,31,0,3
1948,photo,45,0,0,45,0,0,0,0,0,1,2,11,45,45,0,2
1949,photo,20,1,0,20,0,0,0,0,0,1,2,11,21,20,0,2
1950,photo,3,2,2,3,0,0,0,0,0,1,1,21,7,3,0,3
1951,photo,48,0,0,48,0,0,0,0,0,1,0,4,48,48,0,2
1952,photo,18,0,0,18,0,0,0,0,0,1,0,4,18,18,0,2
1953,photo,56,10,0,56,0,0,0,0,0,1,6,8,66,56,0,0
1954,photo,64,2,1,64,0,0,0,0,0,1,6,3,67,64,0,0
1955,photo,63,0,0,63,0,0,0,0,0,1,5,7,63,63,0,0
1956,photo,40,9,2,40,0,0,0,0,0,1,5,7,51,40,0,0
1957,photo,92,1,0,92,0,0,0,0,0,1,5,6,93,92,0,0
1958,photo,53,0,0,53,0,0,0,0,0,1,5,3,53,53,0,0
1959,photo,33,0,0,33,0,0,0,0,0,1,4,9,33,33,0,0
1960,photo,84,6,0,84,0,0,0,0,0,1,4,9,90,84,0,0
1961,photo,87,11,0,87,0,0,0,0,0,1,4,8,98,87,0,0
1962,photo,26,0,0,26,0,0,0,0,0,1,4,7,26,26,0,0
1963,photo,22,0,0,22,0,0,0,0,0,1,4,5,22,22,0,0
1964,photo,78,0,5,78,0,0,0,0,0,1,4,3,83,78,0,0
1965,photo,67,6,7,67,0,0,0,0,0,1,4,2,80,67,0,0
1966,photo,26,1,0,26,0,0,0,0,0,1,0,3,27,26,0,2
1967,photo,14,0,0,14,0,0,0,0,0,1,0,3,14,14,0,2
1968,photo,18,0,0,18,0,0,0,0,0,1,6,0,18,18,0,0
1969,photo,24,0,0,24,0,0,0,0,0,1,4,0,24,24,0,0
1970,photo,27,0,0,27,0,0,0,0,0,1,4,0,27,27,0,0
1971,photo,30,11,0,30,0,0,0,0,0,1,3,11,41,30,0,2
1972,photo,34,4,0,34,0,0,0,0,0,1,6,6,38,34,0,0
1973,photo,26,1,1,26,0,0,0,0,0,1,6,6,28,26,0,0
1974,photo,38,4,0,38,0,0,0,0,0,1,6,0,42,38,0,0
1975,photo,55,5,0,55,0,0,0,0,0,1,6,0,60,55,0,0
1976,photo,80,9,0,80,0,0,0,0,0,1,5,21,89,80,0,3
1977,photo,33,3,0,33,0,0,0,0,0,1,5,8,36,33,0,0
1978,photo,44,10,0,44,0,0,0,0,0,1,5,8,54,44,0,0
1979,photo,41,7,0,41,0,0,0,0,0,1,5,8,48,41,0,0
1980,photo,30,3,0,30,0,0,0,0,0,1,5,8,33,30,0,0
1981,photo,34,0,0,34,0,0,0,0,0,1,3,7,34,34,0,2
1982,photo,30,0,0,30,0,0,0,0,0,1,3,7,30,30,0,2
1983,photo,38,9,0,38,0,0,0,0,0,1,3,5,47,38,0,2
1984,photo,24,4,1,24,0,0,0,0,0,1,3,5,29,24,0,2
1985,photo,37,2,0,37,0,0,0,0,0,1,3,4,39,37,0,2
1986,photo,18,3,0,18,0,0,0,0,0,1,3,3,21,18,0,2
1987,photo,55,15,0,55,0,0,0,0,0,1,2,23,70,55,0,3
1988,photo,54,3,0,54,0,0,0,0,0,1,2,9,57,54,0,2
1989,photo,67,11,0,67,0,0,0,0,0,1,2,9,78,67,0,2
1990,photo,94,18,0,94,0,0,0,0,0,1,2,4,112,94,0,2
1991,photo,41,2,0,41,0,0,0,0,0,1,1,9,43,41,0,2
1992,photo,36,2,0,36,0,0,0,0,0,1,1,8,38,36,0,2
1993,photo,65,3,1,65,0,0,0,0,0,1,1,8,69,65,0,2
1994,photo,90,6,0,90,0,0,0,0,0,1,5,8,96,90,0,0
1995,photo,42,2,0,42,0,0,0,0,0,1,5,5,44,42,0,0
1996,photo,48,4,0,48,0,0,0,0,0,1,4,11,52,48,0,0
1997,photo,45,10,0,45,0,0,0,0,0,1,4,0,55,45,0,0
1998,photo,47,2,0,47,0,0,0,0,0,1,3,10,49,47,0,2
1999,photo,31,4,0,31,0,0,0,0,0,1,3,10,35,31,0,2
2000,photo,105,23,0,105,0,0,0,0,0,1,3,5,128,105,0,2
2001,photo,48,0,0,48,0,0,0,0,0,1,2,13,48,48,0,2
2002,photo,37,5,0,37,0,0,0,0,0,1,1,10,42,37,0,2
2003,photo,5,2,2,5,0,0,0,0,0,1,0,11,9,5,0,2
2004,photo,11,0,0,11,0,0,0,0,0,1,0,5,11,11,0,2
2005,photo,27,11,1,27,0,0,0,0,0,1,4,22,39,27,0,3
2006,photo,2,0,0,2,0,0,0,0,0,1,4,9,2,2,0,0
2007,photo,43,1,0,43,0,0,0,0,0,1,3,13,44,43,0,3
2008,photo,46,4,0,46,0,0,0,0,0,1,2,22,50,46,0,3
2009,photo,53,3,0,53,0,0,0,0,0,1,2,10,56,53,0,2
2010,photo,10,1,0,10,0,0,0,0,0,1,2,0,11,10,0,2
2011,photo,22,5,0,22,0,0,0,0,0,1,1,21,27,22,0,3
2012,photo,12,3,1,12,0,0,0,0,0,1,1,6,16,12,0,2
2013,photo,50,6,0,50,0,0,0,0,0,1,0,4,56,50,0,2
2014,photo,47,13,0,47,0,0,0,0,0,1,6,23,60,47,0,3
2015,photo,14,0,2,14,0,0,0,0,0,1,6,9,16,14,0,0
2016,photo,1,0,0,1,0,0,0,0,0,1,6,9,1,1,0,0
2017,photo,25,18,0,25,0,0,0,0,0,1,6,4,43,25,0,0
2018,photo,16,0,0,16,0,0,0,0,0,1,6,4,16,16,0,0
2019,photo,46,2,0,46,0,0,0,0,0,1,6,3,48,46,0,0
2020,photo,76,1,0,76,0,0,0,0,0,1,6,3,77,76,0,0
2021,photo,16,0,0,16,0,0,0,0,0,1,6,0,16,16,0,0
2022,photo,40,1,0,40,0,0,0,0,0,1,5,23,41,40,0,3
2023,photo,83,15,0,83,0,0,0,0,0,1,5,6,98,83,0,0
2024,photo,89,28,1,89,0,0,0,0,0,1,5,2,118,89,0,0
2025,photo,30,0,0,30,0,0,0,0,0,1,4,13,30,30,0,0
2026,photo,12,0,0,12,0,0,0,0,0,1,4,11,12,12,0,0
2027,photo,52,17,0,52,0,0,0,0,0,1,4,0,69,52,0,0
2028,photo,58,19,0,58,0,0,0,0,0,1,3,20,77,58,0,3
2029,photo,22,4,0,22,0,0,0,0,0,1,3,4,26,22,0,2
2030,photo,6,0,0,6,0,0,0,0,0,1,3,1,6,6,0,2
2031,photo,30,2,0,30,0,0,0,0,0,1,2,22,32,30,0,3
2032,photo,58,5,0,58,0,0,0,0,0,1,2,2,63,58,0,2
2033,photo,32,4,5,32,0,0,0,0,0,1,2,0,41,32,0,2
2034,photo,48,5,0,48,0,0,0,0,0,1,1,9,53,48,0,2
2035,photo,43,4,0,43,0,0,0,0,0,1,1,8,47,43,0,2
2036,photo,30,0,0,30,0,0,0,0,0,1,6,9,30,30,0,0
2037,photo,41,3,0,41,0,0,0,0,0,1,6,2,44,41,0,0
2038,photo,42,10,0,42,0,0,0,0,0,1,6,2,52,42,0,0
2039,photo,59,6,0,59,0,0,0,0,0,1,5,9,65,59,0,0
2040,photo,17,0,0,17,0,0,0,0,0,1,4,7,17,17,0,0
2041,photo,47,0,0,47,0,0,0,0,0,1,3,9,47,47,0,2
2042,photo,14,5,2,14,0,0,0,0,0,1,3,9,21,14,0,2
2043,photo,12,1,0,12,0,0,0,0,0,1,3,1,13,12,0,2
2044,status,30,23,4,30,0,0,0,0,0,2,2,9,57,30,0,2
2045,photo,25,3,1,25,0,0,0,0,0,1,2,2,29,25,0,2
2046,photo,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0
2047,photo,4,1,0,4,0,0,0,0,0,1,4,6,5,4,0,0
2048,photo,3,0,0,3,0,0,0,0,0,1,3,11,3,3,0,2
2049,photo,5,1,1,5,0,0,0,0,0,1,6,9,7,5,0,0
2050,photo,2,0,0,2,0,0,0,0,0,1,6,9,2,2,0,0
2051,photo,11,6,0,11,0,0,0,0,0,1,4,3,17,11,0,0
2052,photo,38,10,0,38,0,0,0,0,0,1,4,0,48,38,0,0
2053,photo,13,0,0,13,0,0,0,0,0,1,3,3,13,13,0,2
2054,photo,19,0,0,19,0,0,0,0,0,1,3,3,19,19,0,2
2055,photo,15,1,0,15,0,0,0,0,0,1,2,2,16,15,0,2
2056,photo,21,4,0,21,0,0,0,0,0,1,1,5,25,21,0,2
2057,photo,42,2,0,42,0,0,0,0,0,1,0,5,44,42,0,2
2058,photo,12,0,0,12,0,0,0,0,0,1,0,5,12,12,0,2
2059,photo,19,4,0,19,0,0,0,0,0,1,0,5,23,19,0,2
2060,photo,24,2,0,24,0,0,0,0,0,1,0,4,26,24,0,2
2061,photo,32,1,0,32,0,0,0,0,0,1,0,4,33,32,0,2
2062,photo,15,8,0,15,0,0,0,0,0,1,0,4,23,15,0,2
2063,photo,22,4,0,22,0,0,0,0,0,1,0,3,26,22,0,2
2064,photo,33,8,0,33,0,0,0,0,0,1,0,2,41,33,0,2
2065,photo,11,6,0,11,0,0,0,0,0,1,6,10,17,11,0,0
2066,photo,47,6,0,47,0,0,0,0,0,1,6,4,53,47,0,0
2067,photo,41,7,0,41,0,0,0,0,0,1,6,4,48,41,0,0
2068,photo,29,4,0,29,0,0,0,0,0,1,6,2,33,29,0,0
2069,photo,48,7,0,48,0,0,0,0,0,1,5,8,55,48,0,0
2070,photo,13,8,0,13,0,0,0,0,0,1,5,6,21,13,0,0
2071,photo,32,2,0,32,0,0,0,0,0,1,5,1,34,32,0,0
2072,photo,42,8,0,42,0,0,0,0,0,1,4,11,50,42,0,0
2073,photo,26,5,0,26,0,0,0,0,0,1,4,11,31,26,0,0
2074,photo,67,25,0,67,0,0,0,0,0,1,4,9,92,67,0,0
2075,photo,23,4,0,23,0,0,0,0,0,1,4,4,27,23,0,0
2076,photo,33,4,0,33,0,0,0,0,0,1,3,9,37,33,0,2
2077,photo,25,3,0,25,0,0,0,0,0,1,3,8,28,25,0,2
2078,photo,22,4,0,22,0,0,0,0,0,1,3,0,26,22,0,2
2079,photo,26,0,0,26,0,0,0,0,0,1,2,12,26,26,0,2
2080,photo,38,10,0,38,0,0,0,0,0,1,2,9,48,38,0,2
2081,photo,50,19,0,50,0,0,0,0,0,1,2,9,69,50,0,2
2082,photo,29,1,0,29,0,0,0,0,0,1,2,2,30,29,0,2
2083,photo,26,0,0,26,0,0,0,0,0,1,1,19,26,26,0,3
2084,photo,25,1,0,25,0,0,0,0,0,1,1,7,26,25,0,2
2085,photo,15,0,0,15,0,0,0,0,0,1,1,6,15,15,0,2
2086,photo,18,0,0,18,0,0,0,0,0,1,1,4,18,18,0,2
2087,photo,28,4,0,28,0,0,0,0,0,1,1,2,32,28,0,2
2088,photo,14,23,0,14,0,0,0,0,0,1,0,12,37,14,0,2
2089,photo,20,2,0,20,0,0,0,0,0,1,6,3,22,20,0,0
2090,photo,17,21,0,17,0,0,0,0,0,1,5,9,38,17,0,0
2091,photo,34,0,0,34,0,0,0,0,0,1,5,2,34,34,0,0
2092,photo,17,11,0,17,0,0,0,0,0,1,4,3,28,17,0,0
2093,photo,40,6,0,40,0,0,0,0,0,1,2,22,46,40,0,3
2094,photo,21,5,0,21,0,0,0,0,0,1,2,1,26,21,0,2
2095,photo,14,4,0,14,0,0,0,0,0,1,2,1,18,14,0,2
2096,photo,43,17,1,43,0,0,0,0,0,1,1,8,61,43,0,2
2097,photo,27,5,0,27,0,0,0,0,0,1,1,8,32,27,0,2
2098,photo,35,22,0,35,0,0,0,0,0,1,1,8,57,35,0,2
2099,photo,24,1,0,24,0,0,0,0,0,1,1,6,25,24,0,2
2100,photo,30,4,0,30,0,0,0,0,0,1,1,6,34,30,0,2
2101,photo,21,2,0,21,0,0,0,0,0,1,1,3,23,21,0,2
2102,photo,41,7,0,41,0,0,0,0,0,1,0,23,48,41,0,3
2103,photo,15,1,0,15,0,0,0,0,0,1,0,9,16,15,0,2
2104,photo,27,6,0,27,0,0,0,0,0,1,0,7,33,27,0,2
2105,photo,22,3,0,22,0,0,0,0,0,1,0,7,25,22,0,2
2106,photo,36,13,0,36,0,0,0,0,0,1,0,3,49,36,0,2
2107,photo,10,18,0,10,0,0,0,0,0,1,0,1,28,10,0,2
2108,photo,24,5,0,24,0,0,0,0,0,1,6,3,29,24,0,0
2109,photo,19,1,0,19,0,0,0,0,0,1,5,10,20,19,0,0
2110,photo,63,25,0,63,0,0,0,0,0,1,5,9,88,63,0,0
2111,photo,47,15,0,47,0,0,0,0,0,1,5,2,62,47,0,0
2112,photo,57,11,0,57,0,0,0,0,0,1,4,10,68,57,0,0
2113,photo,14,4,0,14,0,0,0,0,0,1,4,8,18,14,0,0
2114,photo,35,5,0,35,0,0,0,0,0,1,4,8,40,35,0,0
2115,photo,12,0,2,12,0,0,0,0,0,1,4,8,14,12,0,0
2116,photo,15,3,0,15,0,0,0,0,0,1,4,4,18,15,0,0
2117,photo,31,15,0,31,0,0,0,0,0,1,4,1,46,31,0,0
2118,photo,45,5,0,45,0,0,0,0,0,1,3,10,50,45,0,2
2119,photo,35,24,0,35,0,0,0,0,0,1,3,8,59,35,0,2
2120,photo,38,30,0,38,0,0,0,0,0,1,3,8,68,38,0,2
2121,photo,26,11,0,26,0,0,0,0,0,1,3,7,37,26,0,2
2122,photo,35,11,0,35,0,0,0,0,0,1,3,6,46,35,0,2
2123,photo,53,36,0,53,0,0,0,0,0,1,2,8,89,53,0,2
2124,photo,26,0,0,26,0,0,0,0,0,1,2,7,26,26,0,2
2125,photo,16,0,0,16,0,0,0,0,0,1,2,3,16,16,0,2
2126,photo,28,7,0,28,0,0,0,0,0,1,2,2,35,28,0,2
2127,photo,16,1,1,16,0,0,0,0,0,1,2,2,18,16,0,2
2128,photo,26,16,0,26,0,0,0,0,0,1,1,9,42,26,0,2
2129,photo,26,11,0,26,0,0,0,0,0,1,1,8,37,26,0,2
2130,photo,27,14,0,27,0,0,0,0,0,1,1,8,41,27,0,2
2131,photo,33,6,0,33,0,0,0,0,0,1,1,7,39,33,0,2
2132,photo,27,8,0,27,0,0,0,0,0,1,1,7,35,27,0,2
2133,photo,37,10,0,37,0,0,0,0,0,1,1,7,47,37,0,2
2134,photo,23,5,1,23,0,0,0,0,0,1,0,8,29,23,0,2
2135,photo,13,0,0,13,0,0,0,0,0,1,0,8,13,13,0,2
2136,photo,17,8,0,17,0,0,0,0,0,1,0,8,25,17,0,2
2137,photo,30,0,0,30,0,0,0,0,0,1,0,7,30,30,0,2
2138,photo,18,13,0,18,0,0,0,0,0,1,0,7,31,18,0,2
2139,photo,30,9,0,30,0,0,0,0,0,1,0,7,39,30,0,2
2140,photo,26,7,0,26,0,0,0,0,0,1,0,6,33,26,0,2
2141,photo,16,9,0,16,0,0,0,0,0,1,0,1,25,16,0,2
2142,photo,47,5,0,47,0,0,0,0,0,1,6,7,52,47,0,0
2143,photo,16,7,0,16,0,0,0,0,0,1,5,11,23,16,0,0
2144,photo,13,9,1,13,0,0,0,0,0,1,5,4,23,13,0,0
2145,photo,32,13,1,32,0,0,0,0,0,1,5,4,46,32,0,0
2146,photo,21,11,0,21,0,0,0,0,0,1,5,1,32,21,0,0
2147,photo,24,8,0,24,0,0,0,0,0,1,4,8,32,24,0,0
2148,photo,22,4,0,22,0,0,0,0,0,1,4,3,26,22,0,0
2149,photo,14,2,0,14,0,0,0,0,0,1,4,3,16,14,0,0
2150,photo,24,12,3,24,0,0,0,0,0,1,3,12,39,24,0,2
2151,photo,24,1,0,24,0,0,0,0,0,1,2,10,25,24,0,2
2152,photo,18,20,0,18,0,0,0,0,0,1,2,5,38,18,0,2
2153,photo,14,2,0,14,0,0,0,0,0,1,1,9,16,14,0,2
2154,photo,17,4,0,17,0,0,0,0,0,1,1,8,21,17,0,2
2155,photo,14,0,0,14,0,0,0,0,0,1,1,8,14,14,0,2
2156,photo,16,0,0,16,0,0,0,0,0,1,1,8,16,16,0,2
2157,photo,15,0,0,15,0,0,0,0,0,1,1,8,15,15,0,2
2158,photo,11,1,0,11,0,0,0,0,0,1,0,4,12,11,0,2
2159,photo,15,0,1,15,0,0,0,0,0,1,0,4,16,15,0,2
2160,photo,15,1,0,15,0,0,0,0,0,1,0,1,16,15,0,2
2161,photo,16,8,0,16,0,0,0,0,0,1,6,11,24,16,0,0
2162,photo,14,0,0,14,0,0,0,0,0,1,5,23,14,14,0,3
2163,photo,17,0,0,17,0,0,0,0,0,1,5,9,17,17,0,0
2164,photo,0,0,1,0,0,0,0,0,0,1,5,5,1,0,0,0
2165,photo,32,2,0,32,0,0,0,0,0,1,5,4,34,32,0,0
2166,photo,29,7,5,29,0,0,0,0,0,1,5,1,41,29,0,0
2167,photo,19,12,0,19,0,0,0,0,0,1,4,23,31,19,0,3
2168,photo,49,5,0,49,0,0,0,0,0,1,4,8,54,49,0,0
2169,photo,62,25,1,62,0,0,0,0,0,1,4,5,88,62,0,0
2170,photo,9,11,0,9,0,0,0,0,0,1,3,23,20,9,0,3
2171,photo,33,7,0,33,0,0,0,0,0,1,3,8,40,33,0,2
2172,photo,40,28,0,40,0,0,0,0,0,1,3,8,68,40,0,2
2173,photo,46,31,0,46,0,0,0,0,0,1,2,10,77,46,0,2
2174,photo,31,11,0,31,0,0,0,0,0,1,2,9,42,31,0,2
2175,photo,15,0,0,15,0,0,0,0,0,1,1,23,15,15,0,3
2176,photo,40,17,0,40,0,0,0,0,0,1,1,9,57,40,0,2
2177,photo,20,5,0,20,0,0,0,0,0,1,1,5,25,20,0,2
2178,photo,32,9,1,32,0,0,0,0,0,1,0,10,42,32,0,2
2179,photo,34,11,1,34,0,0,0,0,0,1,0,9,46,34,0,2
2180,photo,14,0,0,14,0,0,0,0,0,1,0,5,14,14,0,2
2181,photo,16,10,2,16,0,0,0,0,0,1,0,3,28,16,0,2
2182,photo,5,0,1,5,0,0,0,0,0,1,6,21,6,5,0,3
2183,photo,21,0,0,21,0,0,0,0,0,1,6,21,21,21,0,3
2184,photo,18,1,0,18,0,0,0,0,0,1,6,10,19,18,0,0
2185,photo,14,6,0,14,0,0,0,0,0,1,6,10,20,14,0,0
2186,photo,23,0,0,23,0,0,0,0,0,1,6,10,23,23,0,0
2187,photo,20,22,0,20,0,0,0,0,0,1,6,9,42,20,0,0
2188,photo,24,24,0,24,0,0,0,0,0,1,6,9,48,24,0,0
2189,photo,24,30,0,24,0,0,0,0,0,1,6,9,54,24,0,0
2190,photo,19,25,0,19,0,0,0,0,0,1,6,9,44,19,0,0
2191,photo,4,0,0,4,0,0,0,0,0,1,6,1,4,4,0,0
2192,photo,35,7,0,35,0,0,0,0,0,1,5,21,42,35,0,3
2193,photo,15,4,0,15,0,0,0,0,0,1,5,11,19,15,0,0
2194,photo,16,2,0,16,0,0,0,0,0,1,5,10,18,16,0,0
2195,photo,20,6,0,20,0,0,0,0,0,1,5,9,26,20,0,0
2196,photo,15,18,0,15,0,0,0,0,0,1,5,8,33,15,0,0
2197,photo,23,4,0,23,0,0,0,0,0,1,5,8,27,23,0,0
2198,photo,18,0,0,18,0,0,0,0,0,1,5,8,18,18,0,0
2199,photo,16,4,0,16,0,0,0,0,0,1,5,8,20,16,0,0
2200,photo,17,1,0,17,0,0,0,0,0,1,5,7,18,17,0,0
2201,photo,15,11,0,15,0,0,0,0,0,1,5,5,26,15,0,0
2202,photo,27,1,0,27,0,0,0,0,0,1,5,2,28,27,0,0
2203,photo,25,6,0,25,0,0,0,0,0,1,4,9,31,25,0,0
2204,photo,24,8,0,24,0,0,0,0,0,1,4,5,32,24,0,0
2205,photo,14,0,1,14,0,0,0,0,0,1,4,5,15,14,0,0
2206,photo,22,3,0,22,0,0,0,0,0,1,3,9,25,22,0,2
2207,photo,15,3,0,15,0,0,0,0,0,1,3,9,18,15,0,2
2208,photo,34,44,0,34,0,0,0,0,0,1,3,9,78,34,0,2
2209,photo,14,3,9,14,0,0,0,0,0,1,3,6,26,14,0,2
2210,photo,18,2,0,18,0,0,0,0,0,1,3,4,20,18,0,2
2211,photo,13,3,0,13,0,0,0,0,0,1,3,4,16,13,0,2
2212,photo,14,1,0,14,0,0,0,0,0,1,3,4,15,14,0,2
2213,photo,30,0,1,30,0,0,0,0,0,1,3,3,31,30,0,2
2214,photo,30,8,0,30,0,0,0,0,0,1,3,1,38,30,0,2
2215,photo,18,3,0,18,0,0,0,0,0,1,2,10,21,18,0,2
2216,photo,24,2,0,24,0,0,0,0,0,1,2,5,26,24,0,2
2217,photo,21,0,0,21,0,0,0,0,0,1,2,3,21,21,0,2
2218,photo,8,16,0,8,0,0,0,0,0,1,2,3,24,8,0,2
2219,photo,23,3,0,23,0,0,0,0,0,1,2,1,26,23,0,2
2220,photo,27,2,0,27,0,0,0,0,0,1,1,22,29,27,0,3
2221,photo,9,10,0,9,0,0,0,0,0,1,1,11,19,9,0,2
2222,photo,12,0,0,12,0,0,0,0,0,1,1,8,12,12,0,2
2223,photo,22,1,0,22,0,0,0,0,0,1,1,4,23,22,0,2
2224,photo,18,6,0,18,0,0,0,0,0,1,1,3,24,18,0,2
2225,photo,17,6,0,17,0,0,0,0,0,1,0,8,23,17,0,2
2226,photo,18,0,0,18,0,0,0,0,0,1,0,8,18,18,0,2
2227,photo,16,2,0,16,0,0,0,0,0,1,0,5,18,16,0,2
2228,photo,16,0,0,16,0,0,0,0,0,1,0,2,16,16,0,2
2229,photo,13,2,2,13,0,0,0,0,0,1,0,1,17,13,0,2
2230,photo,19,3,0,19,0,0,0,0,0,1,6,11,22,19,0,0
2231,photo,2,0,0,2,0,0,0,0,0,1,6,8,2,2,0,0
2232,photo,17,1,0,17,0,0,0,0,0,1,6,8,18,17,0,0
2233,photo,14,1,0,14,0,0,0,0,0,1,6,8,15,14,0,0
2234,photo,2,0,0,2,0,0,0,0,0,1,5,21,2,2,0,3
2235,photo,13,2,0,13,0,0,0,0,0,1,5,8,15,13,0,0
2236,photo,1,0,0,1,0,0,0,0,0,1,5,8,1,1,0,0
2237,photo,18,3,0,18,0,0,0,0,0,1,5,8,21,18,0,0
2238,photo,23,7,0,23,0,0,0,0,0,1,5,8,30,23,0,0
2239,photo,17,1,0,17,0,0,0,0,0,1,5,8,18,17,0,0
2240,photo,17,6,0,17,0,0,0,0,0,1,5,4,23,17,0,0
2241,photo,14,1,0,14,0,0,0,0,0,1,5,3,15,14,0,0
2242,photo,1,0,1,1,0,0,0,0,0,1,5,2,2,1,0,0
2243,photo,10,1,0,10,0,0,0,0,0,1,4,22,11,10,0,3
2244,photo,13,12,0,13,0,0,0,0,0,1,4,21,25,13,0,3
2245,photo,35,25,0,35,0,0,0,0,0,1,4,9,60,35,0,0
2246,photo,4,0,0,4,0,0,0,0,0,1,4,5,4,4,0,0
2247,photo,15,12,0,15,0,0,0,0,0,1,4,5,27,15,0,0
2248,photo,11,6,0,11,0,0,0,0,0,1,4,5,17,11,0,0
2249,photo,8,15,0,8,0,0,0,0,0,1,4,3,23,8,0,0
2250,photo,11,3,0,11,0,0,0,0,0,1,4,2,14,11,0,0
2251,photo,22,6,0,22,0,0,0,0,0,1,4,1,28,22,0,0
2252,photo,10,6,0,10,0,0,0,0,0,1,3,11,16,10,0,2
2253,photo,11,6,0,11,0,0,0,0,0,1,3,11,17,11,0,2
2254,photo,14,23,0,14,0,0,0,0,0,1,3,2,37,14,0,2
2255,photo,21,5,0,21,0,0,0,0,0,1,2,10,26,21,0,2
2256,photo,26,4,0,26,0,0,0,0,0,1,2,4,30,26,0,2
2257,photo,25,9,1,25,0,0,0,0,0,1,2,4,35,25,0,2
2258,photo,10,11,0,10,0,0,0,0,0,1,2,2,21,10,0,2
2259,photo,11,2,0,11,0,0,0,0,0,1,2,2,13,11,0,2
2260,photo,22,7,0,22,0,0,0,0,0,1,2,2,29,22,0,2
2261,photo,11,1,1,11,0,0,0,0,0,1,2,2,13,11,0,2
2262,photo,14,2,1,14,0,0,0,0,0,1,2,2,17,14,0,2
2263,photo,33,17,0,33,0,0,0,0,0,1,2,1,50,33,0,2
2264,photo,19,7,0,19,0,0,0,0,0,1,1,8,26,19,0,2
2265,photo,27,2,0,27,0,0,0,0,0,1,1,2,29,27,0,2
2266,photo,20,16,0,20,0,0,0,0,0,1,1,1,36,20,0,2
2267,photo,27,13,0,27,0,0,0,0,0,1,0,23,40,27,0,3
2268,photo,19,18,0,19,0,0,0,0,0,1,0,22,37,19,0,3
2269,photo,10,9,0,10,0,0,0,0,0,1,0,21,19,10,0,3
2270,photo,27,18,1,27,0,0,0,0,0,1,0,10,46,27,0,2
2271,photo,87,28,0,87,0,0,0,0,0,1,0,8,115,87,0,2
